Year,Month,Layer,Station,Region,Class,Species,Group,TrophicMode,m,un
2023,10,Surface,1,Coast,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,0,0.01
2023,10,Surface,1,Coast,Bacillariophyceae,Guinardia delicatula,Diatoms,Autotroph,0,0.01
2022,4,SCM,11,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0,0.010789785
2023,10,Surface,1,Coast,Bacillariophyceae,Rhizosolenia imbricata,Diatoms,Autotroph,0,1.537779035
2023,10,Surface,1,Coast,Bacillariophyceae,Stauroneis membranacea,Diatoms,Autotroph,0,0.099187451
2023,10,Surface,1,Coast,Bacillariophyceae,Stephanopyxis turris,Diatoms,Autotroph,0,0.459101548
2023,5,Surface,1,Coast,Dinophyceae,Tripos fusus,Others,Mixotroph,0,1.709983154
2023,10,Surface,4,Front,Bacillariophyceae,Chaetoceros compressus,Diatoms,Autotroph,0,0.703494742
2023,10,Surface,4,Front,Bacillariophyceae,Chaetoceros constrictus,Diatoms,Autotroph,0,0.870270223
2023,10,Surface,4,Front,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,0,0.01
2023,10,Surface,4,Front,Bacillariophyceae,Chaetoceros diversus,Diatoms,Autotroph,0,0.949450193
2023,10,Surface,4,Front,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,0,0.01
2023,10,Surface,4,Front,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,0,0.244843848
2023,10,Surface,4,Front,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,0,0.085778483
2023,10,Surface,4,Front,Bacillariophyceae,Rhizosolenia calcaravis,Diatoms,Autotroph,0,2.887167792
2023,10,Surface,4,Front,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,0,0.01
2023,10,Surface,4,Front,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,0,0.424100286
2023,10,Surface,4,Front,Bacillariophyceae,Thalassionema nitzschioides,Diatoms,Autotroph,0,0.033214102
2023,10,Surface,4,Front,Bacillariophyceae,Trieres mobiliensis,Diatoms,Autotroph,0,0.030768545
2023,10,Surface,4,Front,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,0,0.01
2023,10,Surface,4,Front,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,0,0.072293491
2023,8,SCM,11,Front,Dinophyceae,Tripos fusus,Others,Mixotroph,0,2.431595115
2023,10,Surface,11,Front,Bacillariophyceae,Hemiaulus sinensis,Diatoms,Autotroph,0,0.918477807
2023,10,Surface,11,Front,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,0,0.01
2023,5,Surface,1,Coast,Dinophyceae,Tripos kofoidii,Others,Mixotroph,0,0.523014865
2023,8,Surface,13,Coast,Dinophyceae,Tripos kofoidii,Others,Mixotroph,0,1.852740636
2023,10,Surface,13,Coast,Bacillariophyceae,Chaetoceros costatus,Diatoms,Autotroph,0,1.920399582
2023,10,Surface,13,Coast,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,0,0.01
2023,10,Surface,13,Coast,Bacillariophyceae,Chaetoceros diadema,Diatoms,Autotroph,0,0.948323297
2023,10,Surface,13,Coast,Bacillariophyceae,Chaetoceros laciniosus,Diatoms,Autotroph,0,1.814630461
2023,10,Surface,13,Coast,Bacillariophyceae,Chaetoceros lorenzianus,Diatoms,Autotroph,0,4.681748869
2023,10,Surface,13,Coast,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,0,0.124355666
2023,10,Surface,13,Coast,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,0,0.01
2023,10,Surface,13,Coast,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,0,0.01
2023,10,Surface,13,Coast,Bacillariophyceae,Paralia sulcata,Diatoms,Autotroph,0,0.01
2023,10,Surface,13,Coast,Bacillariophyceae,Pleurosigma normanii,Diatoms,Autotroph,0,1.387783204
2023,10,Surface,13,Coast,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,0,0.011273194
2023,10,Surface,13,Coast,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,0,0.01
2023,10,Surface,13,Coast,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,0,1.30386681
2023,10,Surface,13,Coast,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0,1.886398987
2023,8,SCM,13,Coast,Dinophyceae,Tripos kofoidii,Others,Mixotroph,0,0.01
2023,10,SCM,1,Coast,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,0,0.01
2023,10,SCM,1,Coast,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,0,1.051530928
2023,10,SCM,1,Coast,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,0,0.218929883
2023,10,SCM,1,Coast,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,0,0.300069569
2023,10,SCM,1,Coast,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,0,1.994925512
2023,10,SCM,1,Coast,Bacillariophyceae,Guinardia delicatula,Diatoms,Autotroph,0,0.079349618
2023,10,SCM,1,Coast,Bacillariophyceae,Rhizosolenia imbricata,Diatoms,Autotroph,0,1.537779035
2023,10,SCM,1,Coast,Bacillariophyceae,Stauroneis membranacea,Diatoms,Autotroph,0,0.750876849
2022,4,Surface,4,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0,1.295879569
2023,10,SCM,1,Coast,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,0,1.537779035
2023,8,SCM,11,Front,Dinophyceae,Tripos lineatus,Others,Mixotroph,0,0.01
2023,10,Surface,13,Coast,Dinophyceae,Tripos lineatus,Others,Mixotroph,0,0.01
2023,10,SCM,4,Front,Bacillariophyceae,Asterionellopsis glacialis,Diatoms,Autotroph,0,2.282405909
2023,10,SCM,4,Front,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,0,1.265963211
2023,10,SCM,4,Front,Bacillariophyceae,Chaetoceros compressus,Diatoms,Autotroph,0,0.818543936
2023,10,SCM,4,Front,Bacillariophyceae,Chaetoceros constrictus,Diatoms,Autotroph,0,0.531217775
2023,10,SCM,4,Front,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,0,0.027344308
2023,10,SCM,4,Front,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,0,1.195405644
2023,10,SCM,4,Front,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,0,0.177839464
2023,10,SCM,4,Front,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,0,0.01
2023,10,SCM,4,Front,Bacillariophyceae,Guinardia delicatula,Diatoms,Autotroph,0,0.01
2023,10,SCM,4,Front,Bacillariophyceae,Hemiaulus sinensis,Diatoms,Autotroph,0,0.403372647
2023,10,SCM,4,Front,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,0,0.01
2023,10,SCM,4,Front,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,0,0.01
2023,10,SCM,4,Front,Bacillariophyceae,Rhizosolenia calcaravis,Diatoms,Autotroph,0,2.385807489
2023,10,SCM,4,Front,Bacillariophyceae,Rhizosolenia imbricata,Diatoms,Autotroph,0,0.01
2023,10,SCM,4,Front,Bacillariophyceae,Stauroneis membranacea,Diatoms,Autotroph,0,0.01
2023,10,SCM,4,Front,Bacillariophyceae,Thalassionema nitzschioides,Diatoms,Autotroph,0,0.021533712
2023,10,SCM,4,Front,Euglenophyceae,Eutreptiella gymnastica,Diatoms,Autotroph,0,1.195405644
2023,10,SCM,6,Offshore,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,0,1.274585614
2023,10,SCM,11,Front,Bacillariophyceae,Bacteriastrum hyalinum,Diatoms,Autotroph,0,0.01
2023,10,SCM,11,Front,Bacillariophyceae,Chaetoceros laciniosus,Diatoms,Autotroph,0,1.069886075
2023,10,SCM,11,Front,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,0,0.01
2023,10,SCM,11,Front,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,0,0.01
2023,10,SCM,11,Front,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,0,0.01
2023,10,SCM,11,Front,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,0,0.01
2023,10,SCM,13,Coast,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,0,0.01
2023,10,SCM,13,Coast,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,0,0.01
2023,10,SCM,13,Coast,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,0,0.01
2023,10,SCM,13,Coast,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,0,0.01
2023,10,SCM,13,Coast,Bacillariophyceae,Paralia sulcata,Diatoms,Autotroph,0,0.01
2023,10,SCM,13,Coast,Bacillariophyceae,Pleurosigma angulatum,Diatoms,Autotroph,0,1.232791634
2022,10,SCM,6,Offshore,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0,0.037071749
2023,10,SCM,13,Coast,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,0,0.037071749
2023,10,SCM,13,Coast,Bacillariophyceae,Rhizosolenia stolterforthii,Diatoms,Autotroph,0,0.367073188
2023,10,SCM,13,Coast,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,0,0.01
2023,10,SCM,13,Coast,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,0,0.01
2023,10,SCM,13,Coast,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0,1.757588901
2023,10,Surface,6,Offshore,Dinophyceae,Heterocapsa circularisquama,Others,Autotroph,0,1.274585614
2023,8,SCM,6,Offshore,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,0.005531308,0.286701522
2023,5,Surface,13,Coast,Bacillariophyceae,Asterionellopsis glacialis,Diatoms,Autotroph,0.019898824,2.125781262
2023,5,Surface,1,Coast,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,0.019496712,0.75778219
2023,10,Surface,1,Coast,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.016199496,0.344551176
2022,10,Surface,13,Coast,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,0.096678864,0.08822199
2023,10,Surface,1,Coast,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,0.17613631,3.134460206
2023,10,Surface,13,Coast,Bacillariophyceae,Chaetoceros compressus,Diatoms,Autotroph,0.213392107,4.436139112
2023,10,Surface,13,Coast,Bacillariophyceae,Rhizosolenia stolterforthii,Diatoms,Autotroph,0.097039177,0.792382975
2022,4,Surface,4,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,0.076152211,2.18204709
2023,8,SCM,6,Offshore,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,0.157795593,2.368942074
2023,10,Surface,13,Coast,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,0.061198817,4.000915475
2023,5,Surface,1,Coast,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.049598376,1.023973913
2023,10,Surface,4,Front,Bacillariophyceae,Stauroneis membranacea,Diatoms,Autotroph,0.220014868,4.245556642
2022,10,Surface,4,Front,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,0.02816442,0.159360021
2022,10,SCM,13,Coast,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,0.242142341,1.376666349
2023,5,SCM,13,Coast,Dinophyceae,Heterocapsa circularisquama,Others,Autotroph,0.057090874,0.237854128
2022,10,SCM,1,Coast,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,0.02934323,0.164718023
2023,10,Surface,4,Front,Bacillariophyceae,Guinardia flaccida,Diatoms,Autotroph,0.150369687,0.855764235
2023,8,Surface,6,Offshore,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,0.242142341,1.376666349
2023,10,SCM,4,Front,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,0.1643651,0.258544623
2022,10,Surface,13,Coast,Bacillariophyceae,Ditylum sol,Diatoms,Autotroph,0.131637362,1.716866777
2023,10,SCM,4,Front,Bacillariophyceae,Lauderia borealis,Diatoms,Autotroph,0.343560176,4.066737934
2022,10,Surface,1,Coast,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,0.128594131,0.686625779
2023,8,Surface,4,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.59793261,1.09797566
2022,10,SCM,13,Coast,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,0.096678864,0.08822199
2023,8,Surface,13,Coast,Dinophyceae,Tripos fusus,Others,Mixotroph,0.209639755,1.603590958
2023,8,SCM,1,Coast,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.906731052,6.299103203
2023,10,Surface,11,Front,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,0.353221897,1.650973065
2023,10,SCM,4,Front,Bacillariophyceae,Guinardia striata,Diatoms,Autotroph,0.952207258,6.724847773
2022,10,SCM,11,Front,Bacillariophyceae,Lauderia sp.,Diatoms,Autotroph,0.647609948,4.209529741
2023,8,Surface,13,Coast,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.232887868,2.512547756
2022,10,SCM,13,Coast,Bacillariophyceae,Chaetoceros peruvianus,Diatoms,Autotroph,0.663308547,2.401043079
2022,4,Surface,11,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,0.434378798,0.843218846
2023,10,Surface,11,Front,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,0.242142341,1.376666349
2022,10,Surface,13,Coast,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.33518909,0.392477306
2022,10,SCM,1,Coast,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,0.246915905,2.474858138
2023,8,Surface,1,Coast,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.15914363,0.917414598
2023,10,Surface,13,Coast,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,0.415747631,1.10288726
2023,8,Surface,11,Front,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,0.155683225,0.355027345
2022,4,SCM,11,Front,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,0.443883042,1.562066012
2022,10,SCM,13,Coast,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,0.117465734,0.742481396
2023,8,Surface,1,Coast,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,1.311978971,5.637481875
2022,10,SCM,1,Coast,Bacillariophyceae,Stephanopyxis turris,Diatoms,Autotroph,0.626819563,3.08840084
2022,4,SCM,13,Coast,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,1.046690587,5.447988481
2023,8,SCM,6,Offshore,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.294819132,0.897732555
2023,8,Surface,11,Front,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.859692825,2.590472472
2023,10,Surface,13,Coast,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,0.774165368,3.422108382
2023,10,Surface,1,Coast,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,0.281520995,0.237776078
2022,4,Surface,13,Coast,Bacillariophyceae,Asterionellopsis glacialis,Diatoms,Autotroph,0.859638082,4.424431648
2023,10,Surface,1,Coast,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,0.438187026,1.441361095
2022,10,Surface,11,Front,Dinophyceae,Gonyaulax sp.,Others,Mixotroph,1.070281689,2.653793016
2023,10,SCM,4,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,0.181198956,0.398661283
2023,10,Surface,4,Front,Bacillariophyceae,Guinardia striata,Diatoms,Autotroph,1.569589005,6.006019829
2022,10,Surface,13,Coast,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,1.190189399,2.223133562
2022,10,Surface,13,Coast,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,1.003061019,3.613227401
2023,8,SCM,1,Coast,Bacillariophyceae,Chaetoceros compressus,Diatoms,Autotroph,0.299767519,0.757202785
2023,10,Surface,1,Coast,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,0.556468742,1.705724965
2023,10,Surface,13,Coast,Bacillariophyceae,Trieres mobiliensis,Diatoms,Autotroph,0.616195065,1.688437283
2022,10,Surface,1,Coast,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,0.606414523,0.903119812
2022,10,Surface,1,Coast,Bacillariophyceae,Pleurosigma sp.,Diatoms,Autotroph,0.64840964,2.12505209
2022,10,Surface,13,Coast,Bacillariophyceae,Stephanopyxis turris,Diatoms,Autotroph,2.489475773,2.643291405
2023,10,SCM,13,Coast,Bacillariophyceae,Ditylum sol,Diatoms,Autotroph,0.242142341,1.376666349
2023,10,SCM,4,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.24784851,0.67021211
2022,10,Surface,1,Coast,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,0.1814431,0.225638146
2023,10,Surface,13,Coast,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,0.396980941,0.930170775
2023,10,SCM,13,Coast,Bacillariophyceae,Chaetoceros lorenzianus,Diatoms,Autotroph,1.394502419,3.359253413
2022,10,SCM,1,Coast,Bacillariophyceae,Chaetoceros costatus,Diatoms,Autotroph,0.355944992,0.793946786
2023,8,Surface,1,Coast,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,0.947960577,2.845289968
2023,5,SCM,4,Front,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,0.81989952,1.837054083
2022,10,SCM,11,Front,Bacillariophyceae,Eucampia cornuta,Diatoms,Autotroph,1.045401986,3.738530693
2023,10,SCM,13,Coast,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.624754311,2.034167776
2023,10,Surface,13,Coast,Bacillariophyceae,Rhizosolenia styliformis,Diatoms,Autotroph,0.995843134,2.298730586
2022,10,Surface,13,Coast,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,1.295605798,1.09055735
2022,10,Surface,11,Front,Dinophyceae,Prorocentrum sp.,Others,Mixotroph,0.933609038,3.129446645
2022,10,SCM,13,Coast,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,2.158012738,2.00890358
2022,10,SCM,13,Coast,Bacillariophyceae,Stephanopyxis turris,Diatoms,Autotroph,2.340411863,2.732729751
2022,4,SCM,13,Coast,Bacillariophyceae,Paralia sulcata,Diatoms,Autotroph,0.300151405,0.942469857
2022,4,SCM,13,Coast,Bacillariophyceae,Asterionellopsis glacialis,Diatoms,Autotroph,1.552517342,5.240016811
2022,10,Surface,13,Coast,Bacillariophyceae,Chaetoceros peruvianus,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,13,Coast,Bacillariophyceae,Stephanopyxis palmeriana,Diatoms,Autotroph,0.899026012,3.17705969
2023,10,Surface,11,Front,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,0.620212985,0.747099278
2023,10,Surface,4,Front,Bacillariophyceae,Asterionellopsis glacialis,Diatoms,Autotroph,1.25891607,3.283386412
2023,5,Surface,11,Front,Dinophyceae,Scrippsiella acuminata,Others,Mixotroph,0.870374498,0.950231021
2023,10,SCM,13,Coast,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,0.925004558,1.543295574
2023,5,SCM,13,Coast,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,0.852008019,2.346097277
2022,4,Surface,13,Coast,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,1.120416288,3.805752826
2023,10,Surface,4,Front,Bacillariophyceae,Hemiaulus sinensis,Diatoms,Autotroph,0.949263288,3.115135854
2023,8,SCM,13,Coast,Bacillariophyceae,Guinardia flaccida,Diatoms,Autotroph,0.678126329,1.520541065
2023,10,SCM,4,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.304181971,0.842913092
2023,8,Surface,1,Coast,Dinophyceae,Protoperidinium steinii,Others,Heterotroph,0.616195065,0.995290103
2022,10,Surface,13,Coast,Bacillariophyceae,Guinardia striata,Diatoms,Autotroph,0.50774948,0.420815489
2022,4,Surface,13,Coast,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,0.937948861,2.518486144
2023,8,SCM,1,Coast,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,1.938522341,4.827837275
2022,4,Surface,4,Front,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,1.996193066,4.70469252
2022,10,SCM,11,Front,Dinophyceae,Prorocentrum micans,Others,Mixotroph,0.096228999,0.176629719
2022,10,SCM,6,Offshore,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,1.318319694,2.384375588
2023,10,SCM,4,Front,Bacillariophyceae,Trieres mobiliensis,Diatoms,Autotroph,0.082325743,0.36394402
2023,10,Surface,1,Coast,Bacillariophyceae,Chaetoceros lorenzianus,Diatoms,Autotroph,2.158012738,2.00890358
2022,4,SCM,13,Coast,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,1.497636765,4.517608882
2023,10,Surface,1,Coast,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,0.629436467,1.737476588
2022,10,SCM,1,Coast,Bacillariophyceae,Pleurosigma sp.,Diatoms,Autotroph,1.491871388,3.678871352
2023,8,SCM,6,Offshore,Bacillariophyceae,Dactyliosolen phuketensis,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,SCM,6,Offshore,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,1.311335709,4.08697492
2023,5,Surface,11,Front,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,1.423445878,1.766496516
2023,10,Surface,1,Coast,Bacillariophyceae,Trieres mobiliensis,Diatoms,Autotroph,2.022659646,2.910773217
2023,10,Surface,11,Front,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,1.923769451,2.050428527
2023,5,SCM,11,Front,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,0.281520995,0.237776078
2023,5,Surface,13,Coast,Euglenophyceae,Eutreptiella gymnastica,Diatoms,Autotroph,0.678126329,1.520541065
2022,10,Surface,13,Coast,Bacillariophyceae,Eucampia cornuta,Diatoms,Autotroph,1.786745913,2.074719063
2023,10,Surface,13,Coast,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,0.682252829,0.677562876
2023,5,SCM,11,Front,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,1.212732512,3.51623752
2022,10,SCM,11,Front,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,3.615351563,6.24159262
2023,8,Surface,11,Front,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,0.096678864,0.08822199
2023,10,Surface,13,Coast,Bacillariophyceae,Ditylum sol,Diatoms,Autotroph,1.243466942,3.047615637
2023,10,Surface,11,Front,Bacillariophyceae,Chaetoceros lorenzianus,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,Surface,6,Offshore,Dinophyceae,Scrippsiella acuminata,Others,Mixotroph,1.379873383,2.146846466
2022,10,Surface,13,Coast,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,1.189202591,1.808021463
2022,10,Surface,1,Coast,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,0.121697072,0.154632289
2023,10,Surface,4,Front,Bacillariophyceae,Lauderia borealis,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,4,Front,Bacillariophyceae,Rhizosolenia hebetata,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,11,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.532539665,1.036256332
2022,4,Surface,4,Front,Dinophyceae,Gonyaulax sp.,Others,Mixotroph,0.882275352,0.915281951
2023,8,SCM,13,Coast,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,0.969785572,2.855132197
2022,4,SCM,13,Coast,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,0.972644109,2.503123814
2022,10,Surface,13,Coast,Dinophyceae,Dinophysis caudata,Others,Mixotroph,2.158012738,2.00890358
2023,10,Surface,11,Front,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,0.98746189,2.315768981
2022,10,SCM,13,Coast,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,4,Front,Bacillariophyceae,Chaetoceros lorenzianus,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,1,Coast,Bacillariophyceae,Thalassionema nitzschioides,Diatoms,Autotroph,2.158012738,2.00890358
2022,10,Surface,1,Coast,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,0.534007909,0.644647861
2023,5,SCM,13,Coast,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,1.423445878,1.766496516
2023,5,Surface,11,Front,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,0.50774948,0.420815489
2023,8,SCM,4,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,4.047886524,8.047734216
2023,8,SCM,6,Offshore,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,2.957943071,4.022321595
2023,5,Surface,13,Coast,Bacillariophyceae,Chaetoceros compressus,Diatoms,Autotroph,1.689526165,2.091953473
2022,4,Surface,13,Coast,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.483839832,1.294632458
2023,5,Surface,6,Offshore,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,1.791802585,3.343856895
2023,5,SCM,6,Offshore,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,2.068759781,2.750712249
2023,5,Surface,4,Front,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,0.007899054,1.418191296
2023,8,SCM,13,Coast,Bacillariophyceae,Chaetoceros compressus,Diatoms,Autotroph,1.646803831,3.262295096
2023,5,Surface,11,Front,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,2.430058476,4.531081193
2022,4,Surface,4,Front,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,1.786745913,2.074719063
2023,10,Surface,4,Front,Bacillariophyceae,Chaetoceros danicus,Diatoms,Autotroph,0.799408724,0.656794331
2023,10,SCM,6,Offshore,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,0.799408724,0.656794331
2023,5,SCM,13,Coast,Euglenophyceae,Eutreptiella gymnastica,Diatoms,Autotroph,1.923769451,2.050428527
2023,10,SCM,11,Front,Bacillariophyceae,Hemiaulus sinensis,Diatoms,Autotroph,1.923769451,2.050428527
2022,10,SCM,13,Coast,Bacillariophyceae,Chaetoceros costatus,Diatoms,Autotroph,2.158012738,2.00890358
2022,10,Surface,11,Front,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.415994076,0.35990739
2023,8,SCM,6,Offshore,Bacillariophyceae,Chaetoceros affinis,Diatoms,Autotroph,2.711678689,2.666914268
2022,10,Surface,1,Coast,Bacillariophyceae,Chaetoceros peruvianus,Diatoms,Autotroph,1.541127841,2.280632488
2023,10,Surface,6,Offshore,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,1.295605798,1.09055735
